product_id,product_name,supplier_name,rank,sept_avg_daily_sales,sept_stock,oct_avg_daily_sales,oct_actual_sales,current_order_per_cycle,current_total_order,current_oct_end_stock,current_stockout,moderate_order_per_cycle,moderate_total_order,moderate_oct_end_stock,moderate_stockout,cost,current_stock_value,moderate_stock_value
5649,梅酢で漬けた紅しょうが(きざみ) 100g,A.ゆうき八百屋,B,0.57,6,0.57,17.7,0.0,0.0,-11.7,True,0.6,2.2,-9.5,True,238,0.0,0.0
7407,プラムハニー 500ml,A.ゆうき八百屋,D,0.07,5,0.0,0.0,0.0,0.0,5.0,False,0.0,0.0,5.0,False,693,3465.0,3465.0
13598,梅エキス 65g,A.ゆうき八百屋,A,0.14,2,0.1,3.1,0.0,0.0,-1.1,True,0.0,0.0,-1.1,True,1750,0.0,0.0
6088,お米のホットケーキミックス 200g,A.ゆうき八百屋,B,0.57,10,0.8,24.8,0.0,0.0,-14.8,True,0.0,0.0,-14.8,True,223,0.0,0.0
13240,さくらいのラーメン しょうゆ 99g,A.ゆうき八百屋,C,0.43,10,0.73,22.6,0.0,0.0,-12.6,True,0.0,0.0,-12.6,True,136,0.0,0.0
13241,さくらいのラーメン しお 99g,A.ゆうき八百屋,D,0.36,11,0.7,21.7,0.0,0.0,-10.7,True,0.0,0.0,-10.7,True,136,0.0,0.0
13242,さくらいのラーメン みそ 101g,A.ゆうき八百屋,D,0.29,8,0.53,16.4,0.0,0.0,-8.4,True,0.0,0.0,-8.4,True,136,0.0,0.0
10538,こつぶあられ 11g×4,A.ゆうき八百屋,D,0.21,6,0.33,10.2,0.0,0.0,-4.2,True,0.0,0.0,-4.2,True,210,0.0,0.0
9352218001873,こめ粉のロールクッキー 10個,A.ゆうき八百屋,E,0.07,1,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,1.0,False,231,231.0,231.0
3745,無漂白コーヒーフィルター 小40枚,A.ゆうき八百屋,E,0.07,2,0.07,2.2,0.0,0.0,-0.2,True,0.0,0.0,-0.2,True,148,0.0,0.0
3743,無漂白コーヒーフィルター 大40枚入,A.ゆうき八百屋,E,0.14,5,0.1,3.1,0.0,0.0,1.9,False,0.0,0.0,1.9,False,170,323.0,323.0
7119,御用蔵 福神漬 100g,A.ゆうき八百屋,E,0.07,8,0.0,0.0,0.0,0.0,8.0,False,0.0,0.0,8.0,False,329,2632.0,2632.0
162,無漂白パルプ使用お茶パック 60枚,A.ゆうき八百屋,E,0.07,3,0.2,6.2,0.0,0.0,-3.2,True,0.0,0.0,-3.2,True,126,0.0,0.0
9352218002996,有機純米酢 老梅 900ml,A.ゆうき八百屋,D,0.07,3,0.0,0.0,0.0,0.0,3.0,False,0.0,0.0,3.0,False,602,1806.0,1806.0
7063,卵焼きのもと 150ml,A.ゆうき八百屋,D,0.14,5,0.0,0.0,0.0,0.0,5.0,False,0.0,0.0,5.0,False,357,1785.0,1785.0
16142,召しませ日本 ひとくち塩せんべい 75g,A.ゆうき八百屋,B,0.5,7,0.87,27.0,0.0,0.0,-20.0,True,0.0,0.0,-20.0,True,231,0.0,0.0
1142,みちのく小丸せんべい 醤油 110g,A.ゆうき八百屋,B,0.5,7,0.43,13.3,0.0,0.0,-6.3,True,0.0,0.0,-6.3,True,283,0.0,0.0
10637,おたまはん関西風(卵かけご飯醤油) 150ml,A.ゆうき八百屋,D,0.14,2,0.07,2.2,0.0,0.0,-0.2,True,0.0,0.0,-0.2,True,245,0.0,0.0
6971,焼き肉のたれ(甘口) 150ml,A.ゆうき八百屋,D,0.14,5,0.0,0.0,0.0,0.0,5.0,False,0.0,0.0,5.0,False,301,1505.0,1505.0
9352218003044,ビオカシ オーガニック3種のレーズンミックス 180g,A.ゆうき八百屋,C,0.14,3,0.0,0.0,0.0,0.0,3.0,False,0.0,0.0,3.0,False,500,1500.0,1500.0
1300,国産百花蜜 190g,A.ゆうき八百屋,A,0.29,4,0.33,10.2,0.0,0.0,-6.2,True,0.0,0.0,-6.2,True,945,0.0,0.0
6481,オーガニックメープルシロップ 330g,A.ゆうき八百屋,C,0.07,2,0.27,8.4,0.0,0.0,-6.4,True,0.0,0.0,-6.4,True,1120,0.0,0.0
1697,焼のり 全形10枚入,A.ゆうき八百屋,A,0.29,8,0.33,10.2,0.0,0.0,-2.2,True,0.0,0.0,-2.2,True,833,0.0,0.0
9352218003316,香りのない有機ココナッツオイル 460g,B.ゆうき八百屋,A,0.71,3,0.57,17.7,4.1,16.4,1.7,False,6.2,24.9,10.3,False,770,1332.0,7893.0
1872,味の母(醗酵調味料) 720ml,B.ゆうき八百屋,A,0.57,1,0.33,10.2,4.7,18.8,9.6,False,6.4,25.6,16.4,False,700,6699.0,11487.0
2138,玄米ビーフン 40g×3,B.ゆうき八百屋,A,0.79,0,0.23,7.1,7.9,31.6,24.5,False,10.3,41.1,34.0,False,336,8222.0,11407.0
12803,みちのく 黒胡麻せんべい 120g,B.ゆうき八百屋,A,1.0,2,1.0,31.0,8.0,32.0,3.0,False,11.0,44.0,15.0,False,283,849.0,4245.0
1735,ねり梅(赤) 100g,B.ゆうき八百屋,A,0.71,1,0.67,20.8,6.1,24.4,4.6,False,8.2,32.9,13.2,False,294,1361.0,3866.0
9352218005834,フォー 50gx4,B.ゆうき八百屋,B,0.36,0,0.23,7.1,3.6,14.4,7.3,False,4.1,16.6,9.4,False,476,3461.0,4489.0
15277,召しませ日本 ひとくち海老せんべい 70g,B.ゆうき八百屋,A,0.79,0,0.67,20.8,7.9,31.6,10.8,False,10.3,41.1,20.3,False,231,2502.0,4692.0
2086,かえる印のナチュラル蚊取り線香 30巻,B.ゆうき八百屋,B,0.21,0,0.03,0.9,2.1,8.4,7.5,False,2.4,9.7,8.7,False,606,4527.0,5290.0
1325,有機オートミール 500g,B.ゆうき八百屋,A,0.71,3,0.57,17.7,4.1,16.4,1.7,False,6.2,24.9,10.3,False,350,606.0,3588.0
1507,有機豆乳無調整 1000ml,B.ゆうき八百屋,B,0.64,0,0.6,18.6,6.4,25.6,7.0,False,7.4,29.4,10.8,False,250,1750.0,2710.0
15258,ビューティーバーカカオ 1本,B.ゆうき八百屋,B,0.71,1,0.13,4.0,6.1,24.4,21.4,False,7.2,28.7,25.6,False,224,4787.0,5741.0
8923,大納言小豆 200g,B.ゆうき八百屋,B,0.21,0,0.07,2.2,2.1,8.4,6.2,False,2.4,9.7,7.5,False,479,2984.0,3588.0
1204,牛乳かすてら 7個入り,B.ゆうき八百屋,B,0.36,0,0.5,15.5,3.6,14.4,-1.1,True,4.1,16.6,1.1,False,329,0.0,349.0
9352218005707,抹茶 翆峰(缶) 20g,B.ゆうき八百屋,C,0.14,0,0.0,0.0,1.4,5.6,5.6,False,1.4,5.6,5.6,False,630,3528.0,3528.0
11481,中濃ソース 360ml,B.ゆうき八百屋,B,0.36,0,0.1,3.1,3.6,14.4,11.3,False,4.1,16.6,13.5,False,287,3243.0,3863.0
12557,紀州熊野赤しそドリンク 500ml,B.ゆうき八百屋,C,0.07,0,0.0,0.0,0.7,2.8,2.8,False,0.7,2.8,2.8,False,1137,3184.0,3184.0
8217,梅肉エキス飴 80g,B.ゆうき八百屋,A,0.79,3,0.0,0.0,4.9,19.6,22.6,False,7.3,29.1,32.1,False,227,5130.0,7282.0
1953,喜界島育ちのさとうきび粗糖 1kg,B.ゆうき八百屋,A,0.57,4,0.23,7.1,1.7,6.8,3.7,False,3.4,13.6,10.5,False,486,1784.0,5108.0
5870,オーガニックパン粉 100g,B.ゆうき八百屋,B,0.43,1,0.47,14.6,3.3,13.2,-0.4,True,3.9,15.8,2.2,False,238,0.0,526.0
13207,きらず揚げ(しお) 100g,B.ゆうき八百屋,B,0.64,2,0.33,10.2,4.4,17.6,9.4,False,5.4,21.4,13.2,False,182,1705.0,2404.0
12541,甘夏と伊予柑のマーマレード220g,B.ゆうき八百屋,C,0.14,0,0.07,2.2,1.4,5.6,3.4,False,1.4,5.6,3.4,False,441,1513.0,1513.0
9339709006740,よつ葉北海道十勝 大人のカマンベール＆ブルー 90g,B.ゆうき八百屋,C,0.21,1,0.0,0.0,1.1,4.4,5.4,False,1.1,4.4,5.4,False,420,2268.0,2268.0
15268,どら焼 4個入り,B.ゆうき八百屋,A,0.64,4,0.77,23.9,2.4,9.6,-10.3,True,4.3,17.3,-2.6,True,276,0.0,0.0
6352,有機玄米もち 300g,B.ゆうき八百屋,C,0.14,0,0.13,4.0,1.4,5.6,1.6,False,1.4,5.6,1.6,False,399,626.0,626.0
10681,kidsこどもはみがきグレープ 60g,B.ゆうき八百屋,C,0.21,0,0.17,5.3,2.1,8.4,3.1,False,2.1,8.4,3.1,False,258,808.0,808.0
13546,米の粉(微細粉製法) 250g,B.ゆうき八百屋,D,0.14,0,0.17,5.3,1.4,5.6,0.3,False,1.1,4.5,-0.8,True,364,120.0,0.0
11724,蜂蜜かすてら 7個入り,B.ゆうき八百屋,B,0.36,2,0.33,10.2,1.6,6.4,-1.8,True,2.1,8.6,0.3,False,329,0.0,109.0
1837,はつかり胡麻ドレッシング 280ml,B.ゆうき八百屋,A,0.29,2,0.33,10.2,0.9,3.6,-4.6,True,1.8,7.1,-1.2,True,637,0.0,0.0
9352218004798,無茶々園の有機天日切り干し大根 35g,B.ゆうき八百屋,B,0.79,5,0.37,11.5,2.9,11.6,5.1,False,4.1,16.3,9.9,False,203,1041.0,2004.0
9352218001990,フルーツシャーベット 70ml×8,B.ゆうき八百屋,D,0.07,0,0.0,0.0,0.7,2.8,2.8,False,0.6,2.2,2.2,False,525,1470.0,1176.0
240,有機玄米塩麹の素 220g,B.ゆうき八百屋,D,0.07,0,0.13,4.0,0.7,2.8,-1.2,True,0.6,2.2,-1.8,True,524,0.0,0.0
8921,緑レンズ豆120g,B.ゆうき八百屋,C,0.36,2,0.17,5.3,1.6,6.4,3.1,False,1.6,6.4,3.1,False,238,745.0,745.0
9352218002205,ライスペーパー 200g,B.ゆうき八百屋,A,0.5,4,0.27,8.4,1.0,4.0,-0.4,True,2.5,10.0,5.6,False,448,0.0,2522.0
1980,有機しょうゆ 300ml,B.ゆうき八百屋,A,0.5,4,0.13,4.0,1.0,4.0,4.0,False,2.5,10.0,10.0,False,441,1751.0,4397.0
1935,クコの実 40g,B.ゆうき八百屋,A,0.43,4,0.07,2.2,0.3,1.2,3.0,False,1.6,6.4,8.2,False,420,1273.0,3440.0
15325,木次ナチュラルスナッカー(さけるチーズ) 70g,B.ゆうき八百屋,E,0.07,0,0.1,3.1,0.7,2.8,-0.3,True,0.4,1.7,-1.4,True,408,0.0,0.0
13527,あんこ屋野中の手作りぜんざい豆 120g,B.ゆうき八百屋,D,0.21,1,0.4,12.4,1.1,4.4,-7.0,True,0.7,2.7,-8.7,True,192,0.0,0.0
9352218001743,金岩井純正胡麻油 金口 140g,B.ゆうき八百屋,C,0.21,2,0.0,0.0,0.1,0.4,2.4,False,0.1,0.4,2.4,False,383,919.0,919.0
10707,ベジタリアンのためのカレー 160g,B.ゆうき八百屋,E,0.07,0,0.07,2.2,0.7,2.8,0.6,False,0.4,1.7,-0.5,True,378,238.0,0.0
1608,有機回鍋肉の素 100g,B.ゆうき八百屋,C,0.43,3,0.3,9.3,1.3,5.2,-1.1,True,1.3,5.2,-1.1,True,182,0.0,0.0
1180,プロポリスのど飴 40g,B.ゆうき八百屋,B,0.29,2,0.2,6.2,0.9,3.6,-0.6,True,1.3,5.3,1.1,False,350,0.0,399.0
15240,サラダかつお(焼き鰹) カット1本,B.ゆうき八百屋,B,0.43,4,0.47,14.6,0.3,1.2,-9.4,True,0.9,3.8,-6.8,True,248,0.0,0.0
12617,ベビースムージー プルーン 90g,B.ゆうき八百屋,C,0.43,4,0.63,19.5,0.3,1.2,-14.3,True,0.3,1.2,-14.3,True,196,0.0,0.0
15814,桜井 片栗粉 200g,B.ゆうき八百屋,B,0.86,8,0.73,22.6,0.6,2.4,-12.2,True,1.9,7.6,-7.1,True,182,0.0,0.0
14202,有機粒マスタード 200g,B.ゆうき八百屋,D,0.07,2,0.03,0.9,0.0,0.0,1.1,False,0.0,0.0,1.1,False,616,659.0,659.0
8619,プンパーニッケル(有機ライ麦パン) 375g(6枚入),B.ゆうき八百屋,D,0.14,3,0.17,5.3,0.0,0.0,-2.3,True,0.0,0.0,-2.3,True,364,0.0,0.0
10616,花かつお 60g,B.ゆうき八百屋,B,0.29,5,0.3,9.3,0.0,0.0,-4.3,True,0.0,0.0,-4.3,True,392,0.0,0.0
14503,天然もずく(塩蔵) 200g,B.ゆうき八百屋,C,0.29,6,0.0,0.0,0.0,0.0,6.0,False,0.0,0.0,6.0,False,297,1782.0,1782.0
8526,れもんストレート果汁 150ml,B.ゆうき八百屋,C,0.21,5,0.37,11.5,0.0,0.0,-6.5,True,0.0,0.0,-6.5,True,420,0.0,0.0
9352218004795,無茶々園の有機にんにくチップ(スライス) 20g,B.ゆうき八百屋,D,0.14,4,0.17,5.3,0.0,0.0,-1.3,True,0.0,0.0,-1.3,True,217,0.0,0.0
9352218002361,やさしさとおいしさの詰まった米粉 料理用(有機) 200g,B.ゆうき八百屋,E,0.07,1,0.03,0.9,0.0,0.0,0.1,False,0.0,0.0,0.1,False,350,25.0,25.0
9352218002360,やさしさとおいしさの詰まった米粉 製菓用(有機) 200g,B.ゆうき八百屋,B,0.29,6,0.33,10.2,0.0,0.0,-4.2,True,0.0,0.0,-4.2,True,350,0.0,0.0
9352218002359,やさしさとおいしさの詰まった米粉 唐揚げ(有機) 100g,B.ゆうき八百屋,D,0.14,5,0.2,6.2,0.0,0.0,-1.2,True,0.0,0.0,-1.2,True,297,0.0,0.0
12957,カンホアの塩(石臼挽き) 500g,B.ゆうき八百屋,C,0.14,6,0.23,7.1,0.0,0.0,-1.1,True,0.0,0.0,-1.1,True,455,0.0,0.0
8762,アルガン石鹸 145g,B.ゆうき八百屋,C,0.07,3,0.07,2.2,0.0,0.0,0.8,False,0.0,0.0,0.8,False,980,813.0,813.0
8775,アルガンオイル 30ml,B.ゆうき八百屋,B,0.07,5,0.03,0.9,0.0,0.0,4.1,False,0.0,0.0,4.1,False,2380,9687.0,9687.0
13218,ナイアード ガスール粉末 150g,B.ゆうき八百屋,D,0.07,6,0.0,0.0,0.0,0.0,6.0,False,0.0,0.0,6.0,False,560,3360.0,3360.0
13219,ナイアード ガスール粉末 徳用 500g,B.ゆうき八百屋,A,0.14,3,0.0,0.0,0.0,0.0,3.0,False,0.0,0.0,3.0,False,1260,3780.0,3780.0
9352218002573,有機ポップコーン 250g,B.ゆうき八百屋,D,0.14,4,0.13,4.0,0.0,0.0,-0.0,True,0.0,0.0,-0.0,True,245,0.0,0.0
10789,プレーンクッキー 70g,B.ゆうき八百屋,D,0.14,4,0.2,6.2,0.0,0.0,-2.2,True,0.0,0.0,-2.2,True,301,0.0,0.0
10529,玄米おこし 150g,B.ゆうき八百屋,B,0.29,5,0.07,2.2,0.0,0.0,2.8,False,0.0,0.0,2.8,False,395,1118.0,1118.0
9352218002580,木頭プティショコラ 30g,B.ゆうき八百屋,E,0.07,3,0.17,5.3,0.0,0.0,-2.3,True,0.0,0.0,-2.3,True,273,0.0,0.0
12504,オーガニック赤ワインビネガー 250ml,B.ゆうき八百屋,D,0.07,4,0.03,0.9,0.0,0.0,3.1,False,0.0,0.0,3.1,False,574,1762.0,1762.0
1849,オーガニック白ワインビネガー 250ml,B.ゆうき八百屋,B,0.21,4,0.1,3.1,0.0,0.0,0.9,False,0.0,0.0,0.9,False,574,517.0,517.0
7263,オーガニックマカロニ 300g,B.ゆうき八百屋,C,0.21,5,0.27,8.4,0.0,0.0,-3.4,True,0.0,0.0,-3.4,True,280,0.0,0.0
14476,有機ベビースムージー アップル・キャロット 90g,B.ゆうき八百屋,C,0.29,8,0.5,15.5,0.0,0.0,-7.5,True,0.0,0.0,-7.5,True,196,0.0,0.0
14475,有機ベビースムージー アップル・ストロベリー・バニラ 90g,B.ゆうき八百屋,C,0.43,6,0.93,28.8,0.0,0.0,-22.8,True,0.0,0.0,-22.8,True,196,0.0,0.0
14477,有機ベビースムージー アップル・オレンジ・バナナ 90g,B.ゆうき八百屋,C,0.36,9,0.53,16.4,0.0,0.0,-7.4,True,0.0,0.0,-7.4,True,196,0.0,0.0
15263,ビューティーバーゴールデンベリー 1本,B.ゆうき八百屋,B,0.57,6,0.1,3.1,0.0,0.0,2.9,False,0.6,2.2,5.1,False,224,650.0,1147.0
1134,玄米おかき いづも美人 100g,B.ゆうき八百屋,C,0.21,4,0.3,9.3,0.0,0.0,-5.3,True,0.0,0.0,-5.3,True,399,0.0,0.0
6403,王国のナンプラー 200ml,B.ゆうき八百屋,B,0.21,8,0.4,12.4,0.0,0.0,-4.4,True,0.0,0.0,-4.4,True,476,0.0,0.0
15236,有機ココナッツシュガー 230g,B.ゆうき八百屋,A,0.29,3,0.07,2.2,0.0,0.0,0.8,False,0.8,3.1,3.9,False,630,523.0,2463.0
15775,有機ココナッツロング 120g,B.ゆうき八百屋,C,0.14,7,0.1,3.1,0.0,0.0,3.9,False,0.0,0.0,3.9,False,420,1638.0,1638.0
9339709006739,有機ココナッツMCTオイル 280g,B.ゆうき八百屋,A,0.14,2,0.03,0.9,0.0,0.0,1.1,False,0.0,0.0,1.1,False,1820,1947.0,1947.0
9352218002585,天の紅茶 40g,B.ゆうき八百屋,E,0.07,4,0.03,0.9,0.0,0.0,3.1,False,0.0,0.0,3.1,False,350,1074.0,1074.0
8517,オーガニックルイボス茶ペット 500ml,B.ゆうき八百屋,A,2.86,36,2.2,68.2,0.0,0.0,-32.2,True,1.2,4.7,-27.5,True,105,0.0,0.0
7888,ジンジャールイボスティー 2g×15,B.ゆうき八百屋,E,0.07,4,0.1,3.1,0.0,0.0,0.9,False,0.0,0.0,0.9,False,385,346.0,346.0
1401,ベビー用10ヶ月 ミックス野菜(有機) 100g,B.ゆうき八百屋,C,0.29,5,0.27,8.4,0.0,0.0,-3.4,True,0.0,0.0,-3.4,True,308,0.0,0.0
1275,平譯さんの畑から大豆 300g,B.ゆうき八百屋,D,0.14,11,0.2,6.2,0.0,0.0,4.8,False,0.0,0.0,4.8,False,315,1512.0,1512.0
1276,平譯さんの畑から小豆 300g,B.ゆうき八百屋,A,1.0,10,0.53,16.4,0.0,0.0,-6.4,True,3.0,12.0,5.6,False,448,0.0,2495.0
8893,ゆうき市場の洗双糖 1kg,B.ゆうき八百屋,A,0.64,14,0.9,27.9,0.0,0.0,-13.9,True,0.0,0.0,-13.9,True,420,0.0,0.0
15326,しらす鮭ほぐし(ビン) 70g,B.ゆうき八百屋,D,0.07,1,0.2,6.2,0.0,0.0,-5.2,True,0.0,0.0,-5.2,True,479,0.0,0.0
264,やさか麦味噌 500g,B.ゆうき八百屋,B,0.29,3,0.27,8.4,0.0,0.0,-5.4,True,0.3,1.3,-4.0,True,441,0.0,0.0
2015,有機 鷹の爪 5g,B.ゆうき八百屋,E,0.07,5,0.37,11.5,0.0,0.0,-6.5,True,0.0,0.0,-6.5,True,161,0.0,0.0
1124,飲むこんにゃくゼリー ぶどう 130g,B.ゆうき八百屋,A,1.64,18,1.17,36.3,0.0,0.0,-18.3,True,3.3,13.3,-5.0,True,120,0.0,0.0
13423,有機玄米甘酒すりタイプ 200g (自然栽培),B.ゆうき八百屋,D,0.07,3,0.1,3.1,0.0,0.0,-0.1,True,0.0,0.0,-0.1,True,441,0.0,0.0
13424,有機栽培の白米甘酒すりタイプ 200g,B.ゆうき八百屋,B,0.36,5,0.1,3.1,0.0,0.0,1.9,False,0.0,0.0,1.9,False,395,750.0,750.0
8925,車麩 厚切5枚入,B.ゆうき八百屋,E,0.07,4,0.2,6.2,0.0,0.0,-2.2,True,0.0,0.0,-2.2,True,406,0.0,0.0
10704,ナチュロンキッチンスポンジ(ナチュラル) 1個,B.ゆうき八百屋,B,1.0,13,0.73,22.6,0.0,0.0,-9.6,True,0.0,0.0,-9.6,True,140,0.0,0.0
239,有機 白みそ 400g (自然栽培),B.ゆうき八百屋,B,0.14,2,0.07,2.2,0.0,0.0,-0.2,True,0.0,0.0,-0.2,True,1218,0.0,0.0
11705,有機玄米小豆粥 200g,B.ゆうき八百屋,C,0.36,5,0.07,2.2,0.0,0.0,2.8,False,0.0,0.0,2.8,False,161,456.0,456.0
8906,オーガニック中濃ソース 200ml,B.ゆうき八百屋,E,0.07,7,0.0,0.0,0.0,0.0,7.0,False,0.0,0.0,7.0,False,290,2030.0,2030.0
10549,有機トマトケチャップ(ソフトチューブ) 500g,B.ゆうき八百屋,C,0.21,3,0.1,3.1,0.0,0.0,-0.1,True,0.0,0.0,-0.1,True,406,0.0,0.0
14868,オーガニックトマトソース 280g,B.ゆうき八百屋,E,0.07,4,0.03,0.9,0.0,0.0,3.1,False,0.0,0.0,3.1,False,322,989.0,989.0
9339709006746,よつ葉北海道十勝 チェダーチーズ 100g,B.ゆうき八百屋,C,0.21,3,0.0,0.0,0.0,0.0,3.0,False,0.0,0.0,3.0,False,280,840.0,840.0
9339709006745,よつ葉北海道十勝 ゴーダチーズ 100g,B.ゆうき八百屋,C,0.21,4,0.0,0.0,0.0,0.0,4.0,False,0.0,0.0,4.0,False,290,1160.0,1160.0
9339709006744,よつ葉北海道十勝 スライスチェダー 100g,B.ゆうき八百屋,B,0.36,4,0.0,0.0,0.0,0.0,4.0,False,0.1,0.6,4.6,False,346,1384.0,1578.0
14313,有機しょうゆ 720ml,B.ゆうき八百屋,A,0.29,3,0.4,12.4,0.0,0.0,-9.4,True,0.8,3.1,-6.3,True,840,0.0,0.0
14294,お料理おから　200g,B.ゆうき八百屋,E,0.14,4,0.03,0.9,0.0,0.0,3.1,False,0.0,0.0,3.1,False,175,537.0,537.0
2003,純米富士酢 900ml,B.ゆうき八百屋,A,0.21,3,0.03,0.9,0.0,0.0,2.1,False,0.0,0.0,2.1,False,840,1739.0,1739.0
2000,富士ゆずぽん酢 360ml,B.ゆうき八百屋,D,0.07,3,0.03,0.9,0.0,0.0,2.1,False,0.0,0.0,2.1,False,630,1304.0,1304.0
2004,富士すし酢 360ml,B.ゆうき八百屋,D,0.07,4,0.07,2.2,0.0,0.0,1.8,False,0.0,0.0,1.8,False,490,897.0,897.0
14894,国産特別栽培紅玉ねり梅チューブ 100g,B.ゆうき八百屋,B,0.21,4,0.1,3.1,0.0,0.0,0.9,False,0.0,0.0,0.9,False,483,435.0,435.0
12784,国産有機 旨しぼり醤油 1000ml,B.ゆうき八百屋,A,0.14,3,0.07,2.2,0.0,0.0,0.8,False,0.0,0.0,0.8,False,1379,1145.0,1145.0
460,ホームメイド・ケフィア 1g×10,B.ゆうき八百屋,C,0.07,5,0.17,5.3,0.0,0.0,-0.3,True,0.0,0.0,-0.3,True,1024,0.0,0.0
1943,マスコバド糖 500g,B.ゆうき八百屋,E,0.07,6,0.1,3.1,0.0,0.0,2.9,False,0.0,0.0,2.9,False,413,1198.0,1198.0
15249,インスタントコーヒーカフェインレス 75g,B.ゆうき八百屋,C,0.07,3,0.0,0.0,0.0,0.0,3.0,False,0.0,0.0,3.0,False,1228,3684.0,3684.0
12683,ミニげんこつ焼 81g,B.ゆうき八百屋,D,0.14,4,0.2,6.2,0.0,0.0,-2.2,True,0.0,0.0,-2.2,True,385,0.0,0.0
9352218004008,龍馬 POWER SODA 500ml,B.ゆうき八百屋,A,3.0,36,0.0,0.0,0.0,0.0,36.0,False,3.0,12.0,48.0,False,104,3744.0,4992.0
1746,ジェノベーゼソース 95g,B.ゆうき八百屋,D,0.07,3,0.07,2.2,0.0,0.0,0.8,False,0.0,0.0,0.8,False,595,494.0,494.0
15267,粟国の塩飴 72g,B.ゆうき八百屋,D,0.14,3,0.1,3.1,0.0,0.0,-0.1,True,0.0,0.0,-0.1,True,243,0.0,0.0
1123,ミニカップゼリー(りんご) 22g×12,B.ゆうき八百屋,D,0.14,2,0.27,8.4,0.0,0.0,-6.4,True,0.0,0.0,-6.4,True,266,0.0,0.0
1125,飲むこんにゃくゼリー りんご 130g,B.ゆうき八百屋,A,1.36,14,1.3,40.3,0.0,0.0,-26.3,True,3.7,14.7,-11.6,True,120,0.0,0.0
8150,オラッチェクリームシチュー 115g×2,B.ゆうき八百屋,B,0.21,3,0.0,0.0,0.0,0.0,3.0,False,0.0,0.0,3.0,False,476,1428.0,1428.0
11786,もろこし畑(クリーム・つぶ入り) 190ｇ,B.ゆうき八百屋,E,0.07,8,0.07,2.2,0.0,0.0,5.8,False,0.0,0.0,5.8,False,185,1079.0,1079.0
1122,ミニカップゼリー(ぶどう) 22g×12,B.ゆうき八百屋,C,0.29,4,0.23,7.1,0.0,0.0,-3.1,True,0.0,0.0,-3.1,True,266,0.0,0.0
9352218002145,オラッチェお子様カレールウ 115g×2,B.ゆうき八百屋,B,0.21,7,0.0,0.0,0.0,0.0,7.0,False,0.0,0.0,7.0,False,518,3626.0,3626.0
9352218002144,オラッチェカレールウ(中辛) 115g×2,B.ゆうき八百屋,A,0.43,5,0.0,0.0,0.0,0.0,5.0,False,0.6,2.4,7.4,False,518,2590.0,3812.0
9352218002143,オラッチェカレールウ(辛口)115g×2,B.ゆうき八百屋,D,0.07,6,0.0,0.0,0.0,0.0,6.0,False,0.0,0.0,6.0,False,518,3108.0,3108.0
1366,ピスタチオ 70g,B.ゆうき八百屋,C,0.14,5,0.1,3.1,0.0,0.0,1.9,False,0.0,0.0,1.9,False,448,851.0,851.0
11438,出雲国のべにふうき紅茶 リーフ 50g,B.ゆうき八百屋,E,0.07,4,0.03,0.9,0.0,0.0,3.1,False,0.0,0.0,3.1,False,399,1225.0,1225.0
13713,よくばりナッツ(ミックスナッツ) 80g,B.ゆうき八百屋,D,0.07,3,0.13,4.0,0.0,0.0,-1.0,True,0.0,0.0,-1.0,True,448,0.0,0.0
9352218004655,カレーの壺 スパイシー 200g,B.ゆうき八百屋,E,0.07,5,0.0,0.0,0.0,0.0,5.0,False,0.0,0.0,5.0,False,455,2275.0,2275.0
2979,有機中濃ソース 250ml,B.ゆうき八百屋,D,0.14,5,0.07,2.2,0.0,0.0,2.8,False,0.0,0.0,2.8,False,308,872.0,872.0
7257,オーガニックスポーツドリンク 280ml,B.ゆうき八百屋,C,0.64,10,0.0,0.0,0.0,0.0,10.0,False,0.0,0.0,10.0,False,126,1260.0,1260.0
8513,有機フルーティーMixジュースプラス野菜 195g,B.ゆうき八百屋,D,0.36,6,0.0,0.0,0.0,0.0,6.0,False,0.0,0.0,6.0,False,129,774.0,774.0
9352218003360,光 オーガニックレモンスカッシュ250ml,B.ゆうき八百屋,B,1.07,26,0.0,0.0,0.0,0.0,26.0,False,0.0,0.0,26.0,False,105,2730.0,2730.0
9352218005935,国産有機むぎ茶 ボトル缶 275g,B.ゆうき八百屋,C,0.79,32,0.0,0.0,0.0,0.0,32.0,False,0.0,0.0,32.0,False,105,3360.0,3360.0
11058,焼肉のたれ 350g,B.ゆうき八百屋,C,0.14,9,0.13,4.0,0.0,0.0,5.0,False,0.0,0.0,5.0,False,469,2331.0,2331.0
1607,有機青椒肉絲の素 100g,B.ゆうき八百屋,D,0.21,4,0.13,4.0,0.0,0.0,-0.0,True,0.0,0.0,-0.0,True,182,0.0,0.0
7337,有機麻婆の素 100g,B.ゆうき八百屋,C,0.29,7,0.0,0.0,0.0,0.0,7.0,False,0.0,0.0,7.0,False,182,1274.0,1274.0
1877,オーガニックレモン果汁 180ml,B.ゆうき八百屋,A,0.5,5,0.37,11.5,0.0,0.0,-6.5,True,1.5,6.0,-0.5,True,364,0.0,0.0
7611,オーガニックレモン果汁 300ml,B.ゆうき八百屋,D,0.07,4,0.0,0.0,0.0,0.0,4.0,False,0.0,0.0,4.0,False,511,2044.0,2044.0
