productId,productName,supplierName,rank,unitPrice,sepEndStock,avgDailySales,currentOrder,rankOrder,coefficient,octSales,currentOctEnd,rankOctEnd,currentStockout,rankStockout
9352218005544,みかんブレンドジュース 720ml,A.ゆうき八百屋,B,1260,7,0.23,0,0,1.15,0,7,7,False,False
9352218006672,無茶々園 やわらか赤梅干 200g,A.ゆうき八百屋,E,970,0,0.0,0,0,0.6,0,0,0,False,False
3726,削り節パック 3g×5,A.ゆうき八百屋,C,450,11,0.3,0,0,1.0,4,7,7,False,False
9352218005961,高知県産コシヒカリ 玄米(新米) 2kg,A.ゆうき八百屋,E,3380,0,0.0,0,0,0.6,0,0,0,False,False
9352218005960,高知県産コシヒカリ 白米(新米) 2kg,A.ゆうき八百屋,E,3540,0,0.0,0,0,0.6,0,0,0,False,False
9352218002125,NFドライブルーベリー40g,A.ゆうき八百屋,E,790,0,0.0,0,0,0.6,0,0,0,False,False
16064,松の実(生) 30g,A.ゆうき八百屋,C,620,4,0.27,0,0,1.0,3,1,1,False,False
1662,チアシード(生) 80g,A.ゆうき八百屋,E,490,5,0.03,0,0,0.6,3,2,2,False,False
9352218002658,カカオニブ(粗挽きカカオ豆) 80g,A.ゆうき八百屋,C,1080,8,0.1,0,0,1.0,0,8,8,False,False
8922,赤レンズ豆 120g,A.ゆうき八百屋,D,320,5,0.17,0,0,0.8,0,5,5,False,False
1227,白神こだま酵母ドライ 10g×5,A.ゆうき八百屋,C,940,2,0.17,0,0,1.0,3,0,0,True,True
9352218002127,エルフの焼菓子 85g,A.ゆうき八百屋,E,430,0,0.0,0,0,0.6,0,0,0,False,False
1099,カルアシ・チミーのパイ ,A.ゆうき八百屋,E,580,0,0.0,0,0,0.6,0,0,0,False,False
1102,おやゆびトム 140g,A.ゆうき八百屋,E,580,0,0.0,0,0,0.6,0,0,0,False,False
9352218003962,チーズクッキー 35g,A.ゆうき八百屋,E,540,0,0.0,0,0,0.6,0,0,0,False,False
9352218003101,ブラウンボール 4個,A.ゆうき八百屋,E,430,0,0.0,0,0,0.6,0,0,0,False,False
9352218004797,無茶々園の有機かんそうゴボウ 20g,A.ゆうき八百屋,E,340,0,0.0,0,0,0.6,0,0,0,False,False
9339709006872,フェアトレードチョコレート オーガニックビター 50g,A.ゆうき八百屋,A,510,21,0.93,0,0,1.3,0,21,21,False,False
9339709006871,フェアトレードチョコレート オーガニックミルク 50g,A.ゆうき八百屋,E,510,13,0.0,0,0,0.6,0,13,13,False,False
9352218002927,フェアトレードチョコレート オーガニックヘーゼル 50g,A.ゆうき八百屋,E,510,19,0.0,0,0,0.6,0,19,19,False,False
9352218004135,フェアトレードチョコレート オーガニック オレンジ 50g,A.ゆうき八百屋,E,510,24,0.0,0,0,0.6,0,24,24,False,False
9352218002013,フェアトレードチョコレート レーズン&カシューナッツ 50g,A.ゆうき八百屋,E,510,11,0.0,0,0,0.6,0,11,11,False,False
9352218002099,フェアトレードチョコレート ビター・レモンピール 50g,A.ゆうき八百屋,E,510,0,0.0,0,0,0.6,0,0,0,False,False
9352218004168,フェアトレードチョコレート ビターザクロ 50g,A.ゆうき八百屋,E,510,13,0.0,0,0,0.6,0,13,13,False,False
9339709006874,フェアトレードチョコレート オーガニック抹茶ホワイトキヌアパフ 50g,A.ゆうき八百屋,E,510,25,0.0,0,0,0.6,0,25,25,False,False
9339709006895,フェアトレードチョコレート オーガニックホワイト・アーモンド 50g,A.ゆうき八百屋,E,510,0,0.0,0,0,0.6,0,0,0,False,False
9352218004659,フェアトレードチョコレート オーガニックミルク スペシャルパッケージ 50g,A.ゆうき八百屋,E,500,0,0.0,0,0,0.6,0,0,0,False,False
8151,フェアトレードチョコレート オーガニックホワイトラズベリー 50g,A.ゆうき八百屋,E,510,0,0.0,0,0,0.6,0,0,0,False,False
9339709006875,フェアトレードチョコレート ラズベリー 50g,A.ゆうき八百屋,E,510,15,0.0,0,0,0.6,0,15,15,False,False
9352218001719,フェアトレードチョコレート ホワイト・ヘーゼルミルク 50g,A.ゆうき八百屋,E,510,0,0.0,0,0,0.6,0,0,0,False,False
9352218005102,フェアトレードチョコレート オーガニックビター・アーモンド 50g,A.ゆうき八百屋,E,510,0,0.0,0,0,0.6,0,0,0,False,False
9339709006906,フェアトレードチョコレート オーガニックラムフィリング 85g,A.ゆうき八百屋,E,970,0,0.0,0,0,0.6,0,0,0,False,False
9352218004143,フェアトレードチョコレート プラリネ フィリング 85g,A.ゆうき八百屋,E,970,0,0.0,0,0,0.6,0,0,0,False,False
9352218004665,フェアトレードチョコレート オーガニック抹茶フィリング 85g,A.ゆうき八百屋,E,970,0,0.0,0,0,0.6,0,0,0,False,False
9339709006908,フェアトレードチョコレート オーガニックストロベリーフィリング 85g,A.ゆうき八百屋,E,970,0,0.0,0,0,0.6,0,0,0,False,False
9352218006774,フェアトレードチョコレート オーガニック ホワイトラズベリー 限定パッケージ 40g,A.ゆうき八百屋,E,510,0,0.0,0,0,0.6,0,0,0,False,False
9352218006773,フェアトレードチョコレートオーガニック  オレンジ＆レモンフィリング 85g,A.ゆうき八百屋,E,970,0,0.0,0,0,0.6,0,0,0,False,False
1824,大地を守る会の洋風ブイヨン15g×10,A.ゆうき八百屋,D,690,6,0.13,0,0,0.8,8,0,0,True,True
10744,大地を守る会の中華風ブイヨン15g×10,A.ゆうき八百屋,E,680,5,0.07,0,0,0.6,8,0,0,True,True
